編號,倉庫,分類,名稱,寬度mm,長度mm,形狀,五行,進貨總價,進貨數量(顆),進貨日期,進貨廠商,庫存(顆),單顆成本
AC0187,Imeng,配件,隔珠-2.5,2.5,0.0,,銅,22.0,20.0,2025/12/10,昇輝,20.0,1.1
AC0189,Imeng,配件,隔珠-3,3.0,0.0,,銅,11.0,20.0,2025/12/10,昇輝,20.0,0.55
AC0188,Imeng,配件,隔珠-3.5,3.5,0.0,,銅,66.0,20.0,2025/12/10,昇輝,20.0,3.3
AC0190,Imeng,配件,隔珠-W-4,4.0,2.0,,銅,33.0,20.0,2025/12/10,昇輝,20.0,1.65
AC0175,Imeng,配件,隔珠-壓線-6*2,6.0,2.0,,銅,66.0,20.0,2025/12/10,昇輝,20.0,3.3
AC0080,Imeng,配件,隔珠-方W2,2.0,2.0,,銅,16.0,20.0,2025/12/10,昇輝,20.0,0.8
AC0302,Imeng,配件,隔珠-方塊圓角銅-2.5*2.5,2.5,2.5,,銅,22.0,20.0,2025/12/10,昇輝,20.0,1.1
AC0304,Imeng,配件,隔珠-米粒珠銅-銅色2*4,2.0,4.0,,銅,55.0,100.0,2025/12/10,昇輝,100.0,0.55
AC0305,Imeng,配件,隔珠-米粒珠銅-銅色3.3*5,3.3,5.0,,銅,66.0,100.0,2025/12/10,昇輝,100.0,0.66
AC0123,Imeng,配件,隔珠-紐珠3,3.0,0.0,銅,銅,55.0,20.0,2025/12/10,昇輝,20.0,2.75
AC0122,Imeng,配件,隔珠-紐珠3.5切邊線,3.5,7.0,銅,銅,66.0,20.0,2025/12/10,昇輝,20.0,3.3
AC0124,Imeng,配件,隔珠-紐珠5,5.0,0.0,銅,銅,66.0,20.0,2025/12/10,昇輝,20.0,3.3
AC0155,Imeng,配件,隔珠-銅珠-6,6.0,0.0,,銅,44.0,20.0,2025/12/10,昇輝,20.0,2.2
AC0144,Imeng,配件,隔珠-圓珠光面,4.0,0.0,圓珠,鋼,40.0,100.0,2025/12/10,TB-鈦鋼潮牌,100.0,0.4
AC0145,Imeng,配件,隔珠-圓珠光面,5.0,0.0,圓珠,鋼,45.0,100.0,2025/12/10,TB-鈦鋼潮牌,150.0,1.1466666666666667
AC0146,Imeng,配件,隔珠-圓珠光面,6.0,0.0,圓珠,鋼,50.0,100.0,2025/12/10,TB-鈦鋼潮牌,100.0,0.5
AC0257,Imeng,配件,針-9針-鈦鋼0.7*40,0.7,40.0,,鋼-數字珠,13.0,100.0,2025/12/10,億伙,100.0,0.13
AC0078,Imeng,配件,隔珠-貓眼批花珠-14包金4,4.0,0.0,,,58.0,50.0,2025/12/10,TB-Mary,50.0,1.16
NU0030,Imeng,配件-數字,數字珠-0號,3.0,3.0,方塊,金-玫瑰金,4.6,1.0,2025/12/10,TB-鈦鋼潮牌,1.0,4.6
NU0040,Imeng,配件-數字,數字珠-0號,4.0,4.0,方塊,金-玫瑰金,7.5,1.0,2025/12/10,TB-鈦鋼潮牌,1.0,7.5
NU0021,Imeng,配件-數字,數字珠-1號,3.0,3.0,方塊,金-玫瑰金,4.6,1.0,2025/12/10,TB-鈦鋼潮牌,72.0,4.6
NU0031,Imeng,配件-數字,數字珠-1號,4.0,4.0,方塊,金-玫瑰金,7.5,1.0,2025/12/10,TB-鈦鋼潮牌,1.0,7.5
NU0022,Imeng,配件-數字,數字珠-2號,3.0,3.0,方塊,金-玫瑰金,4.6,1.0,2025/12/10,TB-鈦鋼潮牌,1.0,4.6
NU0032,Imeng,配件-數字,數字珠-2號,4.0,4.0,方塊,金-玫瑰金,7.5,1.0,2025/12/10,TB-鈦鋼潮牌,1.0,7.5
NU0023,Imeng,配件-數字,數字珠-3號,3.0,3.0,方塊,金-玫瑰金,4.6,1.0,2025/12/10,TB-鈦鋼潮牌,1.0,4.6
NU0033,Imeng,配件-數字,數字珠-3號,4.0,4.0,方塊,金-玫瑰金,7.5,1.0,2025/12/10,TB-鈦鋼潮牌,1.0,7.5
NU0024,Imeng,配件-數字,數字珠-4號,3.0,3.0,方塊,金-玫瑰金,4.6,1.0,2025/12/10,TB-鈦鋼潮牌,1.0,4.6
NU0034,Imeng,配件-數字,數字珠-4號,4.0,4.0,方塊,金-玫瑰金,7.5,1.0,2025/12/10,TB-鈦鋼潮牌,1.0,7.5
NU0025,Imeng,配件-數字,數字珠-5號,3.0,3.0,方塊,金-玫瑰金,4.6,1.0,2025/12/10,TB-鈦鋼潮牌,1.0,4.6
NU0035,Imeng,配件-數字,數字珠-5號,4.0,4.0,方塊,金-玫瑰金,7.5,1.0,2025/12/10,TB-鈦鋼潮牌,1.0,7.5
NU0026,Imeng,配件-數字,數字珠-6號,3.0,3.0,方塊,金-玫瑰金,4.6,1.0,2025/12/10,TB-鈦鋼潮牌,1.0,4.6
NU0036,Imeng,配件-數字,數字珠-6號,4.0,4.0,方塊,金-玫瑰金,7.5,1.0,2025/12/10,TB-鈦鋼潮牌,1.0,7.5
NU0027,Imeng,配件-數字,數字珠-7號,3.0,3.0,方塊,金-玫瑰金,4.6,1.0,2025/12/10,TB-鈦鋼潮牌,1.0,4.6
NU0037,Imeng,配件-數字,數字珠-7號,4.0,4.0,方塊,金-玫瑰金,7.5,1.0,2025/12/10,TB-鈦鋼潮牌,1.0,7.5
NU0028,Imeng,配件-數字,數字珠-8號,3.0,3.0,方塊,金-玫瑰金,4.6,1.0,2025/12/10,TB-鈦鋼潮牌,1.0,4.6
NU0038,Imeng,配件-數字,數字珠-8號,4.0,4.0,方塊,金-玫瑰金,7.5,1.0,2025/12/10,TB-鈦鋼潮牌,1.0,7.5
NU0029,Imeng,配件-數字,數字珠-9號,3.0,3.0,方塊,金-玫瑰金,4.6,1.0,2025/12/10,TB-鈦鋼潮牌,1.0,4.6
NU0039,Imeng,配件-數字,數字珠-9號,4.0,4.0,方塊,金-玫瑰金,7.5,1.0,2025/12/10,TB-鈦鋼潮牌,1.0,7.5
NU0019,Imeng,配件-數字,數字珠-0號,3.0,3.0,方塊,鋼,4.6,1.0,2025/12/10,TB-鈦鋼潮牌,1.0,4.6
NU0020,Imeng,配件-數字,數字珠-0號,4.0,4.0,方塊,鋼,5.0,1.0,2025/12/10,TB-鈦鋼潮牌,0.0,5.0
NU0041,Imeng,配件-數字,數字珠-124875,4.0,7.0,長柱,鋼,5.1,1.0,2025/12/10,TB-鈦鋼潮牌,1.0,5.1
NU0001,Imeng,配件-數字,數字珠-1號,3.0,3.0,方塊,金,4.6,1.0,2025/12/10,TB-鈦鋼潮牌,42.0,4.6
NU0002,Imeng,配件-數字,數字珠-1號,4.0,4.0,方塊,鋼,5.0,1.0,2025/12/10,TB-鈦鋼潮牌,1.0,5.0
NU0003,Imeng,配件-數字,數字珠-2號,3.0,3.0,方塊,鋼,4.6,1.0,2025/12/10,TB-鈦鋼潮牌,1.0,4.6
NU0004,Imeng,配件-數字,數字珠-2號,4.0,4.0,方塊,鋼,5.0,1.0,2025/12/10,TB-鈦鋼潮牌,1.0,5.0
NU0005,Imeng,配件-數字,數字珠-3號,3.0,3.0,方塊,鋼,4.6,1.0,2025/12/10,TB-鈦鋼潮牌,1.0,4.6
NU0006,Imeng,配件-數字,數字珠-3號,4.0,4.0,方塊,鋼,5.0,1.0,2025/12/10,TB-鈦鋼潮牌,0.0,5.0
NU0007,Imeng,配件-數字,數字珠-4號,3.0,3.0,方塊,鋼,4.6,1.0,2025/12/10,TB-鈦鋼潮牌,1.0,4.6
NU0008,Imeng,配件-數字,數字珠-4號,4.0,4.0,方塊,鋼,5.0,1.0,2025/12/10,TB-鈦鋼潮牌,-1.0,5.0
NU0009,Imeng,配件-數字,數字珠-5號,3.0,3.0,方塊,金,4.6,1.0,2025/12/10,TB-鈦鋼潮牌,48.0,4.6
NU0010,Imeng,配件-數字,數字珠-5號,4.0,4.0,方塊,鋼,5.0,1.0,2025/12/10,TB-鈦鋼潮牌,1.0,5.0
NU0011,Imeng,配件-數字,數字珠-6號,3.0,3.0,方塊,金,4.6,1.0,2025/12/10,TB-鈦鋼潮牌,46.0,4.6
NU0012,Imeng,配件-數字,數字珠-6號,4.0,4.0,方塊,鋼,5.0,1.0,2025/12/10,TB-鈦鋼潮牌,1.0,5.0
NU0013,Imeng,配件-數字,數字珠-7號,3.0,3.0,方塊,金,4.6,1.0,2025/12/10,TB-鈦鋼潮牌,59.0,4.6
NU0014,Imeng,配件-數字,數字珠-7號,4.0,4.0,方塊,鋼,5.0,1.0,2025/12/10,TB-鈦鋼潮牌,-1.0,5.0
NU0015,Imeng,配件-數字,數字珠-8號,3.0,3.0,方塊,金,4.6,1.0,2025/12/10,TB-鈦鋼潮牌,5.0,4.6
NU0016,Imeng,配件-數字,數字珠-8號,4.0,4.0,方塊,鋼,5.0,1.0,2025/12/10,TB-鈦鋼潮牌,0.0,5.0
NU0017,Imeng,配件-數字,數字珠-9號,3.0,3.0,方塊,鋼,4.6,1.0,2025/12/10,TB-鈦鋼潮牌,1.0,4.6
NU0018,Imeng,配件-數字,數字珠-9號,4.0,4.0,方塊,鋼,5.0,1.0,2025/12/10,TB-鈦鋼潮牌,-1.0,5.0
AC0004,Imeng,配件-釦,釦-光面-14包金4,4.0,0.0,光面,金,68.0,50.0,2025/12/10,TB-Mary,50.0,1.36
AC0003,Imeng,配件-釦,釦-光面-14包金4*8,4.0,8.0,光面,金,18.0,20.0,2025/12/10,TB-鈦鋼潮牌,20.0,0.9
AC0001,Imeng,配件-釦,釦-圓球形-14包金3.5,3.5,0.0,圓球形,金,32.0,10.0,2025/12/10,珍珠包金,10.0,3.2
AC0031,Imeng,配件-釦,釦-扣(月牙扣),4.0,0.0,南瓜紋,金,70.0,50.0,2025/12/10,TB-Mary,100.0,1.4
AC0032,Imeng,配件-釦,釦-扣(月牙扣),5.0,0.0,南瓜紋,金,80.0,50.0,2025/12/10,TB-Mary,200.0,1.6
AC0011,Imeng,配件-釦,釦-按扣金-14包金3.2,3.2,0.0,,金,40.0,10.0,2025/12/10,TB-Mary,10.0,4.0
AC0012,Imeng,配件-釦,釦-按扣金-18包金3.2,3.2,0.0,,金,40.0,10.0,2025/12/10,TB-Mary,10.0,4.0
AC0002,Imeng,配件-釦,釦-貝殼形-14包金3.5,3.5,0.0,貝殼形,金,32.0,10.0,2025/12/10,珍珠包金,10.0,3.2
AC0018,Imeng,配件-釦,釦-馬蹄釦(型扣),4.0,5.0,U型,金,21.0,10.0,2025/12/10,珍珠包金,10.0,2.1
AC0019,Imeng,配件-釦,釦-馬蹄釦(型扣),4.5,4.5,U型,金,10.0,10.0,2025/12/10,小聰頭,20.0,1.0
AC0014,Imeng,配件-釦,釦-馬蹄釦(型扣)-白金,4.0,0.0,U型,金,20.0,10.0,2025/12/10,TB-Mary,10.0,2.0
AC0043,Imeng,配件-釦,釦鎖-磁鐵釦,5.0,0.0,,金,13.0,1.0,2025/12/10,愛你一生,1.0,13.0
AC0044,Imeng,配件-釦,釦鎖-磁鐵釦,5.0,0.0,圓柱,金,25.0,1.0,2025/12/10,星辰Crystal,2.0,25.0
AC0049,Imeng,配件-釦,釦鎖-鑰匙扣,25.0,0.0,金-18K包金,金-18K包金,14.0,10.0,2025/12/10,億伙,10.0,1.4
AC0037,Imeng,配件-釦,釦-扣(月牙扣),5.0,0.0,南瓜紋,銀,80.0,50.0,2025/12/10,TB-Mary,50.0,1.6
AC0013,Imeng,配件-釦,釦-按扣-保色銀3.2,3.2,0.0,,銀,40.0,10.0,2025/12/10,TB-Mary,10.0,4.0
AC0021,Imeng,配件-釦,釦-馬蹄釦(型扣),4.5,4.5,U型,銀,10.0,10.0,2025/12/10,小聰頭,70.0,0.7
AC0015,Imeng,配件-釦,釦-馬蹄釦(型扣)銀-素銀,4.0,0.0,U型,銀,20.0,10.0,2025/12/10,TB-Mary,10.0,2.0
AC0046,Imeng,配件-釦,釦鎖-磁鐵釦,5.0,0.0,圓柱,銀,25.0,1.0,2025/12/10,星辰Crystal,1.0,25.0
AC0048,Imeng,配件-釦,釦鎖-龍蝦扣,9.0,5.0,,銀,8.0,1.0,2025/12/10,愛你一生,1.0,8.0
AC0024,Imeng,配件-釦,釦-扣(月牙扣),4.5,0.3,光面,銀-925,10.0,1.0,2025/12/10,寶城水晶,1.0,10.0
AC0025,Imeng,配件-釦,釦-扣(月牙扣),6.0,4.0,光面,銀-925,15.0,1.0,2025/12/10,寶城水晶,1.0,15.0
AC0010,Imeng,配件-釦,釦-按扣銀-白3.2,3.2,0.0,白K金色,銀-925,40.0,10.0,2025/12/10,TB-Mary,10.0,4.0
AC0008,Imeng,配件-釦,釦-款大-純銀925/10A款,10.0,0.0,純銀925,銀-925,74.0,10.0,2025/12/10,TB-慶和銀飾,10.0,7.4
AC0042,Imeng,配件-釦,釦鎖-水滴扣,8.0,0.0,純銀925,銀-925,20.0,1.0,2025/12/10,TB-慶和銀飾,1.0,20.0
AC0047,Imeng,配件-釦,釦鎖-龍蝦扣,8.0,0.0,,銀-925,23.0,1.0,2025/12/10,TB-慶和銀飾,1.0,23.0
AC0005,Imeng,配件-釦,釦-光面-白金3,3.0,0.0,光面,銀-保色銀,20.0,10.0,2025/12/10,TB-Mary,10.0,2.0
AC0006,Imeng,配件-釦,釦-光面-白金4,4.0,0.0,光面,銀-保色銀,68.0,50.0,2025/12/10,TB-Mary,50.0,1.36
AC0028,Imeng,配件-釦,釦-扣(月牙扣),3.0,0.0,光面,銅,41.0,100.0,2025/12/10,決益X,300.0,0.41
AC0038,Imeng,配件-釦,釦-扣(月牙扣),4.0,0.0,南瓜紋,銅,33.0,10.0,2025/12/10,珍珠包金,70.0,2.9
AC0041,Imeng,配件-釦,釦-扣(月牙扣),3.0,0.0,,銅,41.0,100.0,2025/12/10,決益X,100.0,0.41
AC0009,Imeng,配件-釦,釦-包扣勾形-鈦鋼4*8,4.0,8.0,,鋼,20.0,10.0,2025/12/10,TB-鈦鋼潮牌,10.0,2.0
AC0026,Imeng,配件-釦,釦-扣(月牙扣),4.0,0.0,光面,鋼,36.0,50.0,2025/12/10,TB-鈦鋼潮牌,50.0,0.72
AC0027,Imeng,配件-釦,釦-扣(月牙扣),5.0,0.0,光面,鋼,40.0,50.0,2025/12/10,TB-鈦鋼潮牌,50.0,0.8
AC0050,Imeng,配件-釦,釦鎖-鑰匙扣,25.0,0.0,,鋼-數字珠,13.0,10.0,2025/12/10,億伙,10.0,1.3
AC0053,Imeng,配件-鏈,O圓牌空白玫瑰金,200.0,0.0,造型-圓牌空白,玫瑰金-手鍊,150.0,1.0,2025/12/10,格魯特,1.0,150.0
AC0055,Imeng,配件-鏈,O愛心箴言玫瑰金,200.0,0.0,造型-愛心箴言,玫瑰金-手鍊,100.0,1.0,2025/12/10,多加市集,1.0,100.0
AC0058,Imeng,配件-鏈,半手鐲白金-白金,63.0,0.0,,金,73.0,1.0,2025/12/10,愛你一生,1.0,73.0
AC0057,Imeng,配件-鏈,半手鐲金-14包金,63.0,0.0,,金,73.0,1.0,2025/12/10,愛你一生,1.0,73.0
AC0060,Imeng,配件-鏈,延長鏈-伸縮鏈金-14包金6,6.0,0.0,鏈子,金,18.0,1.0,2025/12/10,愛你一生,1.0,18.0
AC0061,Imeng,配件-鏈,延長鏈-伸縮鏈金-18包金6,6.0,0.0,鏈子,金,18.0,1.0,2025/12/10,愛你一生,1.0,18.0
AC0062,Imeng,配件-鏈,延長鏈-尾鏈五角星金-14包金,0.0,0.0,鏈子,金,7.0,1.0,2025/12/10,珍珠包金,1.0,7.0
AC0075,Imeng,配件-鏈,延長鏈-尾鏈圓球金-14包金,6.5,0.0,,金,10.0,1.0,2025/12/10,TB-軒閣珠寶,1.0,10.0
AC0063,Imeng,配件-鏈,延長鏈-尾鏈心形平面金-14包金,0.0,0.0,鏈子,金,6.0,1.0,2025/12/10,珍珠包金,1.0,6.0
AC0064,Imeng,配件-鏈,延長鏈-尾鏈心形立體金-14包金,0.0,0.0,鏈子,金,7.0,1.0,2025/12/10,珍珠包金,1.0,7.0
AC0066,Imeng,配件-鏈,延長鏈-尾鏈水滴金-14包金,0.0,0.0,鏈子,金,6.0,1.0,2025/12/10,珍珠包金,1.0,6.0
AC0065,Imeng,配件-鏈,延長鏈-尾鏈水滴金-14包金20,20.0,0.0,鏈子,金,11.0,1.0,2025/12/10,星辰Crystal,1.0,11.0
AC0067,Imeng,配件-鏈,延長鏈-尾鏈水滴銀-白金,0.0,0.0,鏈子,金,6.0,1.0,2025/12/10,珍珠包金,1.0,6.0
AC0076,Imeng,配件-鏈,延長鏈-彈簧扣尾鏈心形立體金-14包金,0.0,0.0,,金,12.0,1.0,2025/12/10,珍珠包金,1.0,12.0
AC0056,Imeng,配件-鏈,手鐲圈金(螺絲)金-14包金,18.0,0.0,,金,33.0,1.0,2025/12/10,愛你一生,1.0,33.0
AC0071,Imeng,配件-鏈,延長鏈-尾鏈偏心牌銀-銀925,0.0,0.0,鏈子,銀-925,24.0,1.0,2025/12/10,TB-慶和銀飾,1.0,24.0
AC0073,Imeng,配件-鏈,延長鏈-尾鏈圓片925銀-白金,0.0,0.0,鏈子,銀-925,27.0,1.0,2025/12/10,TB-慶和銀飾,1.0,27.0
AC0074,Imeng,配件-鏈,延長鏈-尾鏈圓片925銀-銀925,0.0,0.0,鏈子,銀-925,24.0,1.0,2025/12/10,TB-慶和銀飾,1.0,24.0
AC0072,Imeng,配件-鏈,延長鏈-尾鏈梨形牌銀-白金,0.0,0.0,鏈子,銀-925,22.0,1.0,2025/12/10,TB-廣州小銀子,1.0,22.0
AC0070,Imeng,配件-鏈,延長鏈-尾鏈水滴牌銀-銀925,0.0,0.0,鏈子,銀-925,18.0,1.0,2025/12/10,TB-慶和銀飾,1.0,18.0
AC0068,Imeng,配件-鏈,延長鏈-尾鏈水滴銀-白金,0.0,0.0,鏈子,銀-925,29.0,1.0,2025/12/10,TB-慶和銀飾,1.0,29.0
AC0069,Imeng,配件-鏈,延長鏈-尾鏈水滴銀-銀,0.0,0.0,鏈子,銀-925,27.0,1.0,2025/12/10,TB-慶和銀飾,1.0,27.0
AC0051,Imeng,配件-鏈,O扣鋼-圓牌空白-鈦鋼20,200.0,0.0,造型-圓牌空白,鋼-手鍊,150.0,1.0,2025/12/10,格魯特,1.0,150.0
AC0052,Imeng,配件-鏈,O扣鋼-愛心箴言-鈦鋼20,200.0,0.0,造型-愛心箴言,鋼-手鍊,150.0,1.0,2025/12/10,格魯特,2.0,125.0
AC0077,Imeng,配件-鏈,鏈條-O字鍊-鈦鋼0.5*2.5,0.5,2.5,鏈子,鋼-鏈條,38.0,500.0,2025/12/10,億伙,500.0,0.08
AC0078,Imeng,配件-鏈,鏈條-O字鍊-鈦鋼2*50,20.0,500.0,鏈子,鋼-鏈條,59.0,10.0,2025/12/10,億伙,20.0,6.15
SC0036,Imeng,雕刻件,佛祖,12.0,17.0,造型,雕刻件,199.0,5.0,2025/12/10,小聰頭,10.0,39.8
SC0005,Imeng,雕刻件,兔(花花兔),13.0,18.0,造型,雕刻件,369.0,5.0,2025/12/10,小聰頭,5.0,73.8
SC0011,Imeng,雕刻件,愛心(雙愛心),18.0,12.0,造型,雕刻件,588.0,10.0,2025/12/10,小聰頭,10.0,58.8
SC0004,Imeng,雕刻件,扎基(單面鬼神像),13.0,22.0,造型,雕刻件,1169.0,6.0,2025/12/10,小聰頭-子馨,11.0,212.54363636363635
SC0002,Imeng,雕刻件,扎基(雙面面具女神),14.0,21.0,造型,雕刻件,630.0,2.0,2025/12/10,小聰頭,2.0,315.0
SC0003,Imeng,雕刻件,扎基(雙面面具女神),19.0,29.0,造型,雕刻件,999.0,5.0,2025/12/10,小聰頭,5.0,199.8
SC0013,Imeng,雕刻件,熊(不看熊),9.0,20.0,造型,雕刻件,367.0,5.0,2025/12/10,小聰頭,5.0,73.4
SC0015,Imeng,雕刻件,熊(不聽熊),9.0,20.0,造型,雕刻件,368.0,5.0,2025/12/10,小聰頭,5.0,73.6
SC0014,Imeng,雕刻件,熊(不說熊),9.0,20.0,造型,雕刻件,369.0,5.0,2025/12/10,小聰頭,5.0,73.8
SC0016,Imeng,雕刻件,熊(天使熊),18.0,14.0,造型,雕刻件,376.0,5.0,2025/12/10,小聰頭,5.0,75.2
SC0007,Imeng,雕刻件,狗(布偶法鬥),13.0,17.0,造型,雕刻件,399.0,5.0,2025/12/10,小聰頭,5.0,79.8
SC0008,Imeng,雕刻件,狗(科基),16.4,17.0,造型,雕刻件,369.0,5.0,2025/12/10,小聰頭,5.0,73.8
SC0012,Imeng,雕刻件,獅(花朵獅),16.0,20.0,造型,雕刻件,368.0,5.0,2025/12/10,小聰頭,5.0,73.6
SC0006,Imeng,雕刻件,花(玫瑰花),15.0,16.0,造型,雕刻件,369.0,5.0,2025/12/10,小聰頭,5.0,73.8
SC0024,Imeng,雕刻件,觀音,13.0,21.0,造型,雕刻件,630.0,2.0,2025/12/10,小聰頭,2.0,315.0
SC0026,Imeng,雕刻件,觀音(寶寶觀音),30.0,27.0,造型,雕刻件,526.0,2.0,2025/12/10,小聰頭,2.0,263.0
SC0025,Imeng,雕刻件,觀音(無相觀音),10.0,19.0,造型,雕刻件,499.0,5.0,2025/12/10,小聰頭,5.0,99.8
SC0017,Imeng,雕刻件,貓(坐坐貓),15.0,18.0,造型,雕刻件,191.0,2.0,2025/12/10,小聰頭,2.0,95.5
SC0041,Imeng,雕刻件,貓(招財貓),17.0,19.0,造型,雕刻件,368.0,5.0,2025/12/10,小聰頭,5.0,73.6
SC0019,Imeng,雕刻件,貓(無臉貓),14.0,8.0,造型,雕刻件,369.0,5.0,2025/12/10,小聰頭,5.0,73.8
SC0020,Imeng,雕刻件,貓(無臉貓+翅膀),14.0,8.0,造型,雕刻件,369.0,5.0,2025/12/10,小聰頭,5.0,73.8
SC0021,Imeng,雕刻件,貓(睡貓),15.0,18.0,造型,雕刻件,369.0,5.0,2025/12/10,小聰頭,5.0,73.8
SC0022,Imeng,雕刻件,貓(蛋蛋貓),21.0,11.0,造型,雕刻件,370.0,5.0,2025/12/10,小聰頭,5.0,74.0
SC0040,Imeng,雕刻件,貓(貓爪),16.0,16.0,造型,雕刻件,599.0,10.0,2025/12/10,小聰頭,10.0,59.9
SC0018,Imeng,雕刻件,貓(趴趴貓),16.0,18.0,造型,雕刻件,368.0,5.0,2025/12/10,小聰頭,5.0,73.6
SC0042,Imeng,雕刻件,貓頭鷹,13.0,18.0,造型,雕刻件,225.0,3.0,2025/12/10,小聰頭-小宇,3.0,75.0
SC0001,Imeng,雕刻件,貔貅,14.0,20.0,造型,雕刻件,250.0,1.0,2025/12/10,Rich,1.0,250.0
SC0028,Imeng,雕刻件,貔貅,15.0,10.0,造型,雕刻件,65.0,1.0,2025/12/10,小聰頭-蒨,1.0,65.0
SC0029,Imeng,雕刻件,貔貅,12.5,8.5,造型,雕刻件,100.0,1.0,2025/12/10,小聰頭-蒨,1.0,100.0
SC0030,Imeng,雕刻件,貔貅,13.5,9.0,造型,雕刻件,104.0,1.0,2025/12/10,小聰頭-蒨,1.0,104.0
SC0031,Imeng,雕刻件,貔貅,10.0,15.0,造型,雕刻件,250.0,1.0,2025/12/10,Rich,1.0,250.0
SC0032,Imeng,雕刻件,貔貅,11.0,18.0,造型,雕刻件,280.0,1.0,2025/12/10,Rich,1.0,280.0
SC0033,Imeng,雕刻件,貔貅,10.0,14.0,造型,雕刻件,350.0,1.0,2025/12/10,永安,2.0,250.0
SC0038,Imeng,雕刻件,貔貅,12.0,17.0,造型,雕刻件,141.0,2.0,2025/12/10,小聰頭,2.0,70.5
SC0043,Imeng,雕刻件,馬粉粉晶貓頭,15.0,16.0,造型,雕刻件,115.0,1.0,2025/12/10,Rich,1.0,115.0
SC0009,Imeng,雕刻件,魚(美人魚),22.0,29.0,造型,雕刻件,526.0,2.0,2025/12/10,小聰頭,2.0,263.0
SC0010,Imeng,雕刻件,魚(鯨魚),16.0,19.0,造型,雕刻件,191.0,2.0,2025/12/10,小聰頭-尼克,2.0,95.5
SC0023,Imeng,雕刻件,龍貓,20.0,16.0,造型,雕刻件,191.0,2.0,2025/12/10,小聰頭,2.0,95.5
SC0027,Imeng,雕刻件,龍龜,13.0,18.0,造型,雕刻件,369.0,5.0,2025/12/10,小聰頭,5.0,73.8
SC0035,Imeng,雕刻件,龍龜,13.0,17.0,造型,雕刻件,269.0,5.0,2025/12/10,小聰頭,5.0,53.8
AC0308,Imeng,配件,光面圓珠,3.3,3.3,圓珠,銀,41.0,100.0,2025-11-14,愛你一生,88.0,0.41
AC0309,Imeng,配件,光面圓珠,3.0,3.0,圓珠,銀,41.0,100.0,2025-11-14,愛你一生,94.0,0.41
ST0322,Imeng,天然石,紫幽靈,3.0,0.0,切角,火,180.0,266.0,2025-12-14,TB-東吳天然石坊,266.0,0.6766917293233082
ST0323,Imeng,天然石,紫水晶,3.5,0.0,切角,火,240.0,138.0,2025-12-14,TB-東吳天然石坊,138.0,1.7391304347826086
ST0324,Imeng,天然石,粉水晶,3.5,0.0,切角,火,115.0,70.0,2025-12-14,TB-東吳天然石坊,70.0,1.6428571428571428
ST0325,Imeng,天然石,石榴石,3.0,0.0,切角,火,260.0,258.0,2025-12-14,TB-東吳天然石坊,258.0,1.007751937984496
ST0326,Imeng,天然石,菫青(祥),8.0,8.0,圓珠,火,190.0,49.0,2025-12-15,祥玥,48.0,3.877551020408163
ST0327,Imeng,天然石,紫幽靈,8.0,8.0,圓珠,火,425.0,49.0,2025-08-05,祥玥,45.0,8.673469387755102
ST0328,Imeng,天然石,薰衣草紫水晶,8.0,8.0,圓珠,火,296.0,45.0,2025-08-05,TB-物物居,44.0,6.5777777777777775
ST1766575427,Imeng,天然石,黃澳寶2.5mm,0.0,0.0,切角,金,0.0,0.0,,,139.0,0.0
ST1766580289,Imeng,天然石,黃澳寶,3.5,0.0,切角,金,0.0,0.0,2025-12-24,,317.0,0.0
ST1766580452,Imeng,天然石,黃澳寶,3.0,0.0,切角,金,0.0,0.0,2025-12-24,,26.0,0.0
ST1766764312,Imeng,天然石,草莓晶,4.0,4.0,方體,火,,,2025-12-26,Rich,82.0,0.0
